Specimen_no,Field_no,Institution,Locality,Loc_known,Class,Subclass,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Type_status,Original_ID,OTU,OTU2,Preservation,Taph_cat,Collected_by,Date_collected,Description,In_ex_situ,References
ROM 1435,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,,,,,,Hadrosauridae indet,Hadrosaurids,SK,MEGA,,1934,"Field# 15; hadrosaur hind leg and foot, sent to Cleveland MNH in exchange; L. Sternberg, R. Hornell, J. Rickett, 1 assist., 3.5 months",,L. S. Russell 1966
ROM 778,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,,,,,,Hadrosauridae indet,Hadrosaurids,SK,MEGA,,1921,"Field# 4; Portion of hadrosaur tail; L. Sternberg, G.E. Lindblad, 2 assistants, 3.5 months",,L. S. Russell 1966
ROM 795,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,,,,,,Hadrosauridae indet,Hadrosaurids,SK,MEGA,,1921,"Field# 6; portion of hadrosaur tail, found near CQ 4b, sent to Carnegie Museum in Exchange;L. Sternberg, G.E. Lindblad, 2 assistants, 3.5 months",,L. S. Russell 1966
ROM Field#13,ROM Field#13,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,,,,,,Hadrosauridae indet,Hadrosaurids,SK,MEGA,,1921,"Field# 13; hadrosaur spines, broken inlife and rehealed- near CQ 239 (or Field# 10); L. Sternberg, G.E. Lindblad, 2 assistants, 3.5 months",,L. S. Russell 1966
TMP1982.022.0001,,TMP,Not found (U014),N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,,,,,,Hadrosauridae indet,Hadrosaurids,SK,MEGA,P. Harrop; R. Digby; S. Andrews,1982,Forearm; coordinates unknown,,
TMP1985.070.0007,,TMP,BB031,Y,Amphibia,Lissamphibia,Anura,,,,,Hensonbatrachus,Hensonbatrachus kermiti,,,Hensonbatrachus,,IE,AQUA,,1985,Maxilla,ex situ,Gardner & Brinkman 2015; Gardner et al. 2016
TMP1974.010.0088,,TMP,BB102,Y,Amphibia,Lissamphibia,Anura,,,,,Hensonbatrachus,Hensonbatrachus kermiti,,,Hensonbatrachus,,IE,AQUA,,1974,Ilium,ex situ,Gardner & Brinkman 2015; Gardner et al. 2016
TMP2000.012.0100,DPP.KAZMAIER.2000.6,TMP,BB054,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Dromaeosauridae,Microraptorinae,Hesperonychus,Hesperonychus elizabethae,,,Hesperonychus,Small theropods,IE,TERR,D. Kazmaier,2000,Phalanx II-3,ex situ,Longrich & Currie 2009
TMP1980.016.1880,,TMP,Not found,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Dromaeosauridae,Microraptorinae,Hesperonychus,Hesperonychus elizabethae,,,Hesperonychus,Small theropods,IE,TERR,,1980,Phalanx II-3,,Longrich & Currie 2009
TMP1983.067.0007,,TMP,Not found,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Dromaeosauridae,Microraptorinae,Hesperonychus,Hesperonychus elizabethae,,,Hesperonychus,Small theropods,IE,TERR,,1983,Phalanx II-2,,Longrich & Currie 2009
TMP1992.036.0061,,TMP,Not found,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Dromaeosauridae,Microraptorinae,Hesperonychus,Hesperonychus elizabethae,,,Hesperonychus,Small theropods,IE,TERR,,1992,Phalanx II-2,,Longrich & Currie 2009
UALVP48778,,UALVP,S side of Red Deer river ~20km E of DPP; maybe in BB250 area?,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Dromaeosauridae,Microraptorinae,Hesperonychus,Hesperonychus elizabethae,Holotype,,Hesperonychus,Small theropods,SK,TERR,E. Nicholls,1982,Pelvic girdle found in BB249-250 area,,Longrich & Currie 2009
TMP1993.036.0269,RJT.93.26,TMP,BB020,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,IE,AQUA,,1993,Plastron,,
TMP2005.012.0162,,TMP,IE037,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,Boremys pulchra,Judithemys,Turtles,IE,AQUA,,2005,Dentary,,
TMP1992.036.0645,,TMP,BB078,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,,1992,Carapace ?15ft below BB078,in situ,Parham & Hutchinson 2003
TMP1975.011.0019,,TMP,Q142,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,L. J. Strong,1975,Carapace & plastron,in situ,Parham & Hutchinson 2003
TMP1987.002.0001,,TMP,V003,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,,1987,Complete skull and partial postcranial skeleton,in situ,Parham & Hutchinson 2003
TMP2017.012.0142,,TMP,V111,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,Baenidae indet,Judithemys,Turtles,SK,AQUA,,2017,Carapace and plastron,,
TMP2008.012.0078,,TMP,Steveville area,Y,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,,2008,Carapace and plastron,,Coordinates appear same as Q286 Judithemys but field notes suggest Steveville area
UALVP31728,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,,,Complete carapace,,Parham & Hutchinson 2003
TMP1975.011.0044,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,,1975,Plastron,,
TMP1995.149.0001,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,,Macrobaenidae,,Judithemys,Judithemys sukhanovi,,,Judithemys,Turtles,SK,AQUA,,1995,Complete carapace,,
TMP2002.052.0002,LCZ.02.02,TMP,IE029,Y,Sauria,,Testudines,Cryptodira,Chelonioidea,Cheloniidae,,Kimurachelys,Kimurachelys slobodae,,,Kimurachelys,Turtles,IE,AQUA,,2002,Isolated maxilla,in situ,Brinkman et al. 2015
TMP2003.090.0001,,TMP,V062,Y,Sauria,,Testudines,Cryptodira,Chelonioidea,Cheloniidae,,Kimurachelys,Kimurachelys slobodae,,,Kimurachelys,Turtles,SK,AQUA,,2003,Skeleton – incomplete,,Brinkman et al. 2005
BB300 lambeosaurine,,TMP,BB300,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,BB,MEGA,TMP,2007,Lambeosaurine postcranial elements,in situ,TMP2007.014
AMNH 5383,Field#12,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,IE,MEGA,B. Brown; Johnson,1915,"Field# 12; B. Brown, braincase; Brown reached camp July 21",,L. S. Russell 1966
ROM UT5,ROM UT5,ROM,Q007,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,L. Sternberg,1921,Stake needs replacement,in situ,Dodson 1971
Q017,,,Q017,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,1916,Headless Hadrosauridae lost at sea. Wood in quarry.,in situ,Sternberg 1917; lost at sea
Q018,,,Q018,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,1916,Hadrosauridae lost at sea. Plaster; burlap; newspaper; wood; tin in quarry,in situ,Sternberg 1917; lost at sea
UBC GSC8,,UBC,Q038,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,1913,Headless Hadrosauridae in UBC,in situ,
CMNFV 57025,CMS 2-1915,CMN,Q039,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,1915,Headless Hadrosauridae,in situ,
CLE 10406,,CLE,Q051,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,L. Sternberg,1934,Hind leg & foot,in situ,Sternberg 1950
CMNFV 57016,CHS 8-1914,CMN,Q053,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,1914,Headless Hadrosauridae,in situ,
ANSP UT35,,ANSP,Q055,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,L. Sternberg,1927,Headless Hadrosauridae,in situ,
CMNFV 8330,,CMN,Q060,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. M. Sternberg,1919,Posterior skeleton,in situ,Dodson 1971
CMNFV 56335?,CHS 9-1914,CMN,Q085,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,Lambeosaurus,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,1914,Partial skull,in situ,
CMNFV 57067,CMS 4-1936,CMN,Q104,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. M. Sternberg,1936,Scattered skull,,Dodson 1971
Q107,UAD 091,?,Q107,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. M. Sternberg,,Skull (collected); badly eroded skeleton with pathological caudals; stake not refound,in situ,Dodson 1971
TMP1979.012.0001,,TMP,Q146,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,G. L. P. Danis ,1979,"Partial skeleton; ""Gatesaur""",in situ,
TMP1991.036.0125,,TMP,Q197,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,G. L. P. Danis,1988; 1991,Skeleton: used in Japanese IMAX film,in situ,
TMP1992.036.0577,,TMP,Q205,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,,1992,Skull,in situ,
TMP1994.012.0945,,TMP,Q216,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,,1994,Skull; partial skeleton,in situ,
UALVP59423,HCEL2018-06-12,UALVP,Q275,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,H. Larsson and crew,2018-06,Scapula; humerus; ilium; pubis; femur; tibia; three metatarsals; vertebrae; ribs; limb bones,in situ,
UAD 077,UAD 077,TMP,U077,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,,,Ribs; caudals; pelvis; femur; tendons: same as U156; previously ID�d as Corythosaurus,,
ROM Field#5,ROM Field#5,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,,1921,"Field# 5; hadrosaur tail, lambeosaurine re pelvis found near CQ 4b; L. Sternberg, G.E. Lindblad, 2 assistants, 3.5 months",,L. S. Russell 1966
UALVP300.2,,UALVP,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,Parasaurolophus,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,G. F. Sternberg,,Postcranial skeleton cf Parasaurolophus,,
USNM V 10309,,NMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,,,,Lambeosaurus lambei; Corythosaurus,Lambeosaurinae indet,Hadrosaurids,SK,MEGA,C. H. Sternberg,,Partial skull,,Horner & Weishampel 1986; Horner 1990
ROM 1218,,ROM,Q003,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,L. Sternberg,1919,Incomplete skeleton; Dodson 1975,in situ,L. S. Russell 1966
ROM 794,,ROM,Q023,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,L. Sternberg,1920,Skull,in situ,Lull & Wright 1942
ROM 869,,ROM,Q032,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Corythosaurus frontalis,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,L. Sternberg,1934,Skull & jaws,in situ,Parks 1935
ROM 758,,ROM,Q045,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,L. Sternberg,1930,Skull & partial skeleton; juvenile: quarry was incorrect on Sternberg map,in situ,Parks 1931
FMNH WMUC1479,,FMNH,Q050,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,L. Sternberg,1926,Skull,in situ,Lull & Wright 1942
CMNFV 8633,,CMN,Q065,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Tetragonosaurus cranibrevis (holotype),Lambeosaurus lambei,Hadrosaurids,SK,MEGA,C. M. Sternberg,1928,Skull & neck: quarry stake seen by John Walper in 2004,in situ,Sternberg 1935; Lull & Wright 1942
YPM 3222,,YPM,Q071,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus clavinitialis,,Lambeosaurus lambei,Lambeosaurus clavinitialis,Hadrosaurids,SK,MEGA,C. M. Sternberg,1919,Partial skull,in situ,Lull & Wright 1942
CMNFV 8503,,CMN,Q087,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Corythosaurus intermedius,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,C. M. Sternberg,1917,Partial skeleton,in situ,Dodson 1975
TMP1981.037.0001,,TMP,Q163,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,J. McCabe,1981,Partial skeleton & skull: Found by Linda Strong 8 years earlier,in situ,
TMP1982.038.0001,,TMP,Q175,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,J. Shultis,1982,Skull; partial skeleton,in situ,
TMP2010.012.0072,,TMP,Q269,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,,2010-06-11,Skull with well preserved crest; missing braincase,in situ,
TMP2017.012.0171,,TMP,Q295,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,,2017,Skull,in situ,
AMNH 5340,Field#5,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Procheneosaurus praeceps (holotype),Lambeosaurus lambei,Hadrosaurids,SK,MEGA,B. Brown; P. Kaisen,1914,"Field # 5; B. Brown, Procheneosaurus praeceps skeleton",,Matthew 1920; L. S. Russell 1966
AMNH 5353,Field#18,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,B. Brown; P. Kaisen,,Field# 18; B. Brown: skull and jaws; remainder of skeleton possibly in bank,,Ostrom 1961
AMNH 5373,Field#2,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,B. Brown; Johnson,1915,"Field# 2; B. Brown, skeleton; Brown reached camp July 21",,Ostrom 1961
AMNH 5461,Field#3,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Procheneosaurus erectofrons,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,B. Brown; P. Kaisen; Johnson,,Field # 3; skull & partial skeleton,,Ostrom 1961
CMNFV 2869,22-1917,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,Holotype,Stephanosaurus marginatus (holotype),Lambeosaurus lambei,Hadrosaurids,SK,MEGA,C. M. Sternberg,1917,Skull,,Parks 1923; Gilmore 1924
CMNFV 351,2-1913,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus clavinitialis,,Lambeosaurus lambei,Lambeosaurus clavinitialis,Hadrosaurids,SK,MEGA,C. H. Sternberg,1913,,,Ostrom 1961
CMNFV 8703,GSC 14,CMN,Q062 on Irwin Land; wrong GPS coordinates,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus clavinitialis,,Lambeosaurus lambei,Lambeosaurus clavinitialis,Hadrosaurids,SK,MEGA,C. M. Sternberg,1928,Skull and skeleton,,Sternberg 1935; Lull & Wright 1942
ROM 3577,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Procheneosaurus praeceps,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,,,,,Parks 1931
ROM 3578,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,Procheneosaurus erectofrons,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,,,,,Ostrom 1961
TMP1967.009.0166,,TMP,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,,,Skull – incomplete,,
ROM 5131,,ROM,Not found,N,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus lambei,,,Lambeosaurus lambei,Hadrosaurids,SK,MEGA,,,,,Ostrom 1961
CMNFV 8705,,CMN,Q108,Y,Sauria,Dinosauria,Ornithischia,Cerapoda,Ornithopoda,Hadrosauridae,Lambeosaurinae,Lambeosaurus,Lambeosaurus magnicristatus,Holotype,,Lambeosaurus magnicristatus,Hadrosaurids,SK,MEGA,C. M. Sternberg,1919,Skull & partial skeleton; many unprepared sections destroyed,in situ,Sternberg 1935
TMP1992.036.0117,,TMP,BB129,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,Large ornithomimid,Large ornithomimid,,,Large ornithomimid,Small theropods,IE,TERR,,1992,Frontal,ex situ,Longrich 2008
TMP1993.036.0155,DHT/MISC.DPP(A)-30,TMP,Not found,N,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Ornithomimosauria,Ornithomimidae,,Large ornithomimid,Large ornithomimid,,,Large ornithomimid,Small theropods,IE,TERR,,1993,Caudal in situ,,Longrich 2008
TMP1991.036.0196,,TMP,BB016,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1991,Dentary,,
UALVP49019,UADPP.2007.037,UALVP,BB029,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,M. James,2007,Premaxilla with teeth,,Examined firsthand
TMP1992.036.0412,,TMP,BB047,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1992,Dentary,,
TMP1992.036.0378,,TMP,BB047,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1992,Premaxilla,ex situ,
TMP1981.016.0154,,TMP,BB053,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1981,Jaw,,Brochu 1997
TMP1982.019.0068,,TMP,BB075,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1982,Jaw,in situ,Brochu 1997
TMP2002.012.0011,DPP.PJC.2001.1,TMP,BB184,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,P.J. Currie,2002,Dentary,in situ,
TMP1987.036.0176,,TMP,IE004,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1987,Dentary,,Wu et al. 2001
TMP2006.012.0223,,TMP,IE047,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,2006,Dentary,in situ,
TMP2007.020.0082,,TMP,IE056,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,2007,Dentary – incomplete,in situ,
TMP1981.024.0009,,TMP,Q161,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1981,Maxilla,,
CMNFV 2784,,CMN,Steveville,N,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,,Right mandible - incomplete,,Wu et al. 2001
CMNFV 338,338,CMN,Steveville,N,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,Holotype,,Leidyosuchus,Crocodilians,IE,AQUA,L. Lambe,1898-07-28,Left mandible - incomplete,,Wu et al. 2001
TMP1981.016.0181,,TMP,Steveville,N,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1981,Right mandible - nearly complete,,Wu et al. 2001
TMP1981.016.0261,,TMP,Not found,N,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1981,Left mandible - incomplete,,Wu et al. 2001
TMP1986.039.0003,,TMP,Not found,N,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,IE,AQUA,,1986,Right mandible - nearly complete,,Wu et al. 2001
TMP1995.128.0002,,TMP,BB014,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,SK,AQUA,,1995,Skull roof,ex situ,
TMP1996.012.0074,,TMP,BB047,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,SK,AQUA,,1996,Complete skull,in situ,Brochu 1997; Tumarkin-Deratzian 1997
TMP1999.055.0351,MISC.DPP.99.77,TMP,BB075,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,SK,AQUA,,1999,Complete skull,,could be Leidyosuchus
TMP1998.093.0180,,TMP,IE020,Y,Sauria,Crocodylomorpha,Eusuchia,Crocodilia,Alligatoroidea,,,Leidyosuchus,Leidyosuchus canadensis,,,Leidyosuchus,Crocodilians,SK,AQUA,,1998,Maxilla,,
